芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
小夜 福子,さよ ふくこ,3月5日,静岡県沼津市,,百人一首,イイダリンゴちゃん,男役,1942年,歌手・俳優東郷静男夫人妹は雲井千草
関守 須磨子,せきもり すまこ,,,,二代目を襲名,,,1926年,松竹少女歌劇団振付師・藤間勘美
外山 霞,とやま かすみ,,神奈川県横浜市栄区,,百人一首,,,1931年,
九重 京子,ここのえ きょうこ,,,,百人一首,,,1929年,在団中に逝去
村雨 まき子,むらさめ まきこ,1月2日,大阪府大阪市浪速区,,百人一首,,男役,1935年,
伊吹 かく子,いぶき かくこ,7月3日,東京都北区,,百人一首,,,1938年,
川霧 朝子,かわぎり あさこ,,,,百人一首,,,1925年,
浪速 つくし,なにわ つくし,,,,百人一首,,,1928年,
大山 いく子,おおやま いくこ,,福井県坂井郡本荘村,,百人一首,,,1929年,姉は高峰妙子
高嶺 浦子,たかね うらこ,,埼玉県秩父市,,百人一首,,,1931年,
久野 光子,ひさの みつこ,,,,百人一首,,,1924年,娘は瞳うらゝ
三室 葉子,みむろ ようこ,,,,百人一首,,,不明,
山野 みよ子,やまの みよこ,,,,,,,1924年,在団中に逝去
岩打 民子,いわうち たみこ,,,,百人一首,,,1925年,
雲野 かよ子,くもの かよこ,8月20日,東京都千代田区,,百人一首より小林一三が命名,華ちゃん,娘役,1942年,姉は天津乙女・妹は池邊鶴子宝塚コドモアテネ日本舞踊講師宝塚音楽学校古典演劇講師宝塚歌劇団日本舞踊振付家
瀬尾 はやみ,せお はやみ,,,,百人一首,,,1926年,
神田 千代子,かんだ ちよこ,,,,百人一首,,,1926年,
立山 峰子,たてやま みねこ,,,,百人一首,,,1928年,
筑紫 美保子,ちくし みほこ,,,,百人一首,,,1928年,
橋立 芙美子,はしだて ふみこ,,,,百人一首,,,1931年,
浜野 袖子,はまの そでこ,,,,百人一首,,,1925年,
