芸名,読み仮名,誕生日,出身地,出身校,芸名の由来,愛称,役柄,退団年,備考
櫻丘 千紗子,さくらおか ちさこ,3月25日,東京都港区,南山小学校,津田終吉氏が命名,ハルちゃん,娘役,1939年,
月瀬 梅香,つきがせ うめか,1月3日,広島県豊田郡名荷村,親和高等女学校,,,娘役,1940年,作曲家・大澤壽人夫人
白濱 妙子,しらはま たえこ,9月2日,大阪府大阪市,大阪市立堀江尋常高等小学校,実兄が命名,オスエ,,1939年,
比良 雪子,ひら ゆきこ,,,,,,,1938年,
花木 ほまれ,はなき ほまれ,7月1日,鳥取県,,,,,1945年,
千秋 みづほ,ちあき みづほ,,秋田県,,,,,1940年,
富士城 いづみ,ふじしろ いづみ,7月11日,東京都,,,,,1938年,
美保 不二子,みほ ふじこ,1月23日,兵庫県神戸市,,,,,1944年,
夕月 凉子,ゆうづき りょうこ,1月28日,愛知県名古屋市,,,アケコアケちゃん,,1944年,
千尋 珊瑚,ちひろ さんご,10月30日,京都府,,,,,1939年,娘は古代夢子
葉月 文代,はづき ふみよ,,,,,,,1937年,
柳岡 靜子,やなぎおか しずこ,,,,,,,1938年,
春澤 竹子,はるさわ たけこ,3月30日,東京都渋谷区,,,セッちゃん,,1941年,妹は霧野都
美邦 輝子,みくに てるこ,2月15日,兵庫県神戸市,,,,,1940年,
花山 美絵子,はなやま みえこ,,,,,,,1937年,
白妙 菊子,しろたえ きくこ,,,,,,,1940年,
浦松 芳子,うらまつ よしこ,,,,,,,1936年,
紫苑藤 子,しおん ふじこ,3月27日,和歌山県,,,,,1938年,
竹久水 夜子,たけひさ みやこ,,,,,,,1936年,
由良野 妙子,ゆらの たえこ,,,,,,,1937年,
宮小路 康子,みやこうじ やすこ,11月7日,東京都渋谷区,,,,,1941年,
穂高 のぼる,ほだか のぼる,10月14日,山口県下関市,横浜英和女学校,,クミちゃん,娘役,1941年,
池邊 鶴子,いけべ つるこ,,,梅花高等女学校,1935年（昭和10年）の歌御会始の勅題「池邊鶴」に因んで小林一三が命名,,,1938年,姉は天津乙女、雲野かよ子
岸野 千重子,きしの ちえこ,12月25日,大阪府大阪市,,,お新ちゃん,,1939年,
美船 園子,みふね そのこ,7月23日,福岡県北九州市門司区,,,,,1941年,
鈴川 奈津子,すずかわ なつこ,3月30日,京都府福知山市,,,,,1938年,
秋 みのる,あき みのる,,,,,,,1937年,
松帆 浦子,まつほ うらこ,3月31日,兵庫県,,,,,1949年,
春 美蝶子,はるみ ちょうこ,,,,,,,1940年,
牧笛 しらべ,まきぶえ しらべ,11月18日,神奈川県横浜市,横濱小学校,,,娘役,1940年,
紀川 瑠璃子,きのかわ るりこ,1月15日,大阪府,大阪市田邊尋常小学校,,ワンちゃん,,1940年,実姉は三益愛子義兄は川口松太郎甥は川口浩・川口恒・川口厚姪は川口晶甥嫁は野添ひとみ
富士 晴子,ふじ はるこ,1月10日,大阪府大阪市,,,,,1939年,
霧野 都,きりの みやこ,2月7日,東京都渋谷区,,,キョウちゃんきょうこ,娘役,1941年,姉は春澤竹子
摩耶 浦子,まや うらこ,,,,,,,1936年,
雲井 千草,くもい ちぐさ,9月19日,大阪府,,,ヨッちゃん,,1944年,姉は小夜福子従姉妹は藍野ゆかり
花之也 多鶴,はなのや たづる,5月12日,中華人民共和国上海市,,,チビ公,娘役,1938年,
深草 さゆり,ふかくさ さゆり,5月5日,神奈川県横浜市,,,,,1941年,
杉 早苗,すぎ さなえ,,,,,,,1937年,
唐糸 三重子,からいと みえこ,,,,,,,1936年,　
美春 すゞ子,みはる すずこ,7月18日,兵庫県神戸市,魚崎町立魚崎尋常高等小学校,,ブンちゃん,娘役,1945年,
曙 鞠子,あけぼの まりこ,1月9日,大韓民国釜山市,,,,,1938年,
秋草 葉子,あきくさ ようこ,1月31日,大阪府箕面市,,,,,1940年,
雅御門 愛子,まさみかど あいこ,2月13日,大阪府池田市,,,馬淵さん,,1950年,改名後・雅美愛子（まさみ あいこ）娘は由梨かおる
寶登 茂子,たから ともこ,9月23日,広島県福山市,,,,娘役,1944年,ラテン歌手・宝とも子
曽我 喜多子,そが きたこ,,,,,,,1937年,
若園 輝代,わかぞの てるよ,,兵庫県神戸市,大阪市市岡第五尋常小学校,父親が命名,ヒサちゃん,,1943年,改名以前は瀧乃音久子（たきのね ひさこ）・若園輝子（わかその てるこ）姉は園みどり
